relation_id,subject_ku_id,object_ku_id,predicate,direction,time,role,scope,origin,status,evidence_doc_id,evidence_source_file,evidence_span
rel-650,units/works/carlo-dolci-sir-thomas-baines,units/institutions/fitzwilliam-museum,held_by,forward,,保管机构,PD.13-1972，网页介绍其在馆内Gallery 3；与供片机构Royal Academy不同,enrich,formal,works-carlo-dolci-sir-thomas-baines,https://www.museums.cam.ac.uk/magic/finch-and-baines,首段及Baines标签PD.13-1972
rel-651,units/works/carlo-dolci-sir-thomas-baines,units/places/florence,located_at,forward,1665–1670,创作城市,贝恩斯肖像创作城市；不表示现藏地点,enrich,formal,works-carlo-dolci-sir-thomas-baines,https://www.museums.cam.ac.uk/magic/finch-and-baines,Baines标签：This portrait was painted in Florence
rel-652,units/works/carlo-dolci-sir-thomas-baines,units/institutions/fitzwilliam-museum,acquired_by,forward,1972,受赠接收馆,PD.13-1972，馆方标签记1972年由National Art-Collections Fund赠入；本边仅表达接收机构,enrich,formal,works-carlo-dolci-sir-thomas-baines,https://www.museums.cam.ac.uk/magic/finch-and-baines,"Baines标签：Given by the National Art-Collections Fund, 1972"
rel-653,units/works/carlo-dolci-sir-thomas-baines,units/institutions/national-art-collections-fund,contributed_by,forward,1972,赠出机构,将PD.13-1972赠入菲茨威廉博物馆,enrich,formal,institutions-national-art-collections-fund,https://www.museums.cam.ac.uk/magic/finch-and-baines,"Baines标签：Given by the National Art-Collections Fund, 1972"
rel-654,units/works/carlo-maratta-cardinal-antonio-barberini,units/institutions/royal-academy,supplied_by,forward,,本书复制图像供片者,《赞助人与画家》图版3b的复制图像；不表示作品创作者、所有者或保管者,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 168–169; 章前：图片来源；印刷页xvi
rel-655,units/works/carlo-maratta-charles-fox,units/institutions/royal-academy,supplied_by,forward,,本书复制图像供片者,《赞助人与画家》图版31a的复制图像；不表示作品创作者、所有者或保管者,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 168–169; 章前：图片来源；印刷页xvi
rel-656,units/works/carlo-maratta-sir-thomas-isham,units/institutions/royal-academy,supplied_by,forward,,本书复制图像供片者,《赞助人与画家》图版31b的复制图像；不表示作品创作者、所有者或保管者,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 168–169; 章前：图片来源；印刷页xvi
rel-657,units/works/claude-mellan-vincenzo-giustiniani,units/institutions/stearn-and-son,supplied_by,forward,,本书复制图像供片者,《赞助人与画家》图版17b的复制图像；不表示作品创作者、所有者或保管者,book,formal,patrons-and-painters,02-sources/01-book/CHP-0Cover.pdf,PDF13；印刷xvi；图片来源；lines 171–171
rel-658,units/works/claude-mellan-vincenzo-giustiniani,units/persons/claude-mellan,created_by,forward,,原书署名作者,原书图版署名及题名；不据此外推具体印本或现藏,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 70–70; 章前：图版目录；印刷页xiii
rel-659,units/works/claude-mellan-vincenzo-giustiniani,units/persons/marchese-giustiniani-ch1,has_subject,forward,,肖像人物,原书图版署名及题名；不据此外推具体印本或现藏,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 70–70; 章前：图版目录；印刷页xiii
rel-660,units/works/claude-view-of-delphi-with-a-procession,units/persons/claude-lorrain,created_by,forward,,原书署名作者,图版19b；德尔斐为图像地点，Robert A.Waller Fund为收藏资助线索,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 72–72; 章前：图版目录；印刷页xiii
rel-661,units/works/claude-view-of-delphi-with-a-procession,units/places/delphi,has_subject,forward,,描绘地点,图版19b；德尔斐为图像地点，Robert A.Waller Fund为收藏资助线索,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 72–72; 章前：图版目录；印刷页xiii
rel-662,units/works/claude-view-of-delphi-with-a-procession,units/institutions/art-institute-of-chicago,held_by,forward,本书所述时点,书中保管机构,图版19b；德尔斐为图像地点，Robert A.Waller Fund为收藏资助线索,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 72–72; 章前：图版目录；印刷页xiii
rel-663,units/works/domenichino-hunt-of-diana,units/persons/domenichino,created_by,forward,,原书署名作者,图版07所列作品；建筑位置不自动转为博物馆产权或创作地点,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 47–47; 章前：图版目录；印刷页xii
rel-664,units/works/domenichino-hunt-of-diana,units/places/villa-borghese,located_at,forward,本书所述时点,书中建筑位置,图版07所列作品；建筑位置不自动转为博物馆产权或创作地点,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 47–47; 章前：图版目录；印刷页xii
rel-665,units/works/domenichino-hunt-of-diana,units/persons/pietro-aldobrandini,commissioned_by,forward,,委托人,博尔盖塞美术馆称作品原为其委托；区分其与后来的取得者Scipione Borghese,enrich,formal,galleria-borghese-hunting-of-diana,https://www.collezionegalleriaborghese.it/en/opere/the-hunting-of-diana,"Catalogue entry, paragraphs 1–2"
rel-666,units/works/domenichino-hunt-of-diana,units/places/villa-aldobrandini-frascati,intended_for,forward,,原定安置地,原定用途不等于实际安置；Frascati villa与Villa Aldobrandini的地点识别另由地区官方资料支持,enrich,formal,galleria-borghese-hunting-of-diana,https://www.collezionegalleriaborghese.it/en/opere/the-hunting-of-diana,"Catalogue entry, paragraphs 1–2; intended destination named as the villa at Frascati"
rel-667,units/works/domenichino-hunt-of-diana,units/persons/cardinal-borghese-ch1,acquired_by,forward,1617,取得者；馆方叙述为强行取走后付款,1617年取得；150 scudi是《狄安娜狩猎》与《库迈女先知》两件作品合计，争议的其他付款记载不归并为单件确定价款,enrich,formal,galleria-borghese-hunting-of-diana,https://www.collezionegalleriaborghese.it/en/opere/the-hunting-of-diana,"Object details, Provenance; Catalogue entry, paragraphs 1–2"
rel-668,units/works/domenichino-hunt-of-diana,units/institutions/kingdom-of-italy,acquired_by,forward,1902,取得者；馆方原称意大利国家,1902年“意大利国家”记录按当时存续的意大利王国定位；不表示当前产权,enrich,formal,galleria-borghese-hunting-of-diana,https://www.collezionegalleriaborghese.it/en/opere/the-hunting-of-diana,"Object details, Provenance: purchased by Italian State, 1902"
rel-669,units/works/domenichino-hunt-of-diana,units/institutions/galleria-borghese,held_by,forward,2026-09-25访问时,馆藏保管机构,依据馆方当前对象目录；不等同法律所有权,enrich,formal,galleria-borghese-hunting-of-diana,https://www.collezionegalleriaborghese.it/en/opere/the-hunting-of-diana,"Object details, Inventory 053 and Location, current catalogue record"
rel-670,units/works/domenichino-hunt-of-diana,units/places/room-19-helen-and-paris,located_at,forward,2026-09-25访问时,当前陈列展厅,当前馆方目录所列位置；区别于原定Frascati安置地,enrich,formal,galleria-borghese-hunting-of-diana,https://www.collezionegalleriaborghese.it/en/opere/the-hunting-of-diana,"Object details, Location; confirmed by Galleria Borghese Room 19 page"
rel-671,units/works/domenichino-hunt-of-diana,units/places/rome,located_at,forward,本书所述时点,书中所在城市,图版07所列作品；建筑位置不自动转为博物馆产权或创作地点,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 47–47; 章前：图版目录；印刷页xii
rel-672,units/works/domenico-cerato-original-proposals-for-reclaiming-pra-della-valle,units/institutions/stearn-and-son,supplied_by,forward,,本书复制图像供片者,《赞助人与画家》图版63的复制图像；不表示作品创作者、所有者或保管者,book,formal,patrons-and-painters,02-sources/01-book/CHP-0Cover.pdf,PDF13；印刷xvi；图片来源；lines 171–171
rel-673,units/works/domenico-cerato-original-proposals-for-reclaiming-pra-della-valle,units/persons/domenico-cerato,created_by,forward,,原书署名作者,原书图版署名及题名；不据此外推具体印本或现藏,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 147–147; 章前：图版目录；印刷页xvi
rel-674,units/works/domenico-cerato-original-proposals-for-reclaiming-pra-della-valle,units/places/pra-della-valle,intended_for,forward,,整治方案所拟用于的广场,原书图版署名及题名；不据此外推具体印本或现藏,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 147–147; 章前：图版目录；印刷页xvi
rel-675,units/works/facade-of-s-maria-del-giglio,units/places/s-maria-del-giglio,part_of,forward,,所属建筑,图版41a；立面是教堂建筑构件，作品与整座教堂分别登记,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 112–112; 章前：图版目录；印刷页xiv
rel-676,units/works/facade-of-s-maria-del-giglio,units/places/venice,located_at,forward,本书所述时点,所在城市,图版41a；立面是教堂建筑构件，作品与整座教堂分别登记,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 112–112; 章前：图版目录；印刷页xiv
rel-677,units/works/ferri-laparelli-altarpiece,units/persons/annibale-laparelli,commissioned_by,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 507–508; print pp. 13
rel-678,units/works/ferri-laparelli-altarpiece,units/places/cortona,located_at,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 507–508; print pp. 13
rel-679,units/works/ferri-laparelli-altarpiece,units/persons/ciro-ferri,created_by,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 507–508; print pp. 13
rel-680,units/works/ferri-sant-agnese-cupola,units/persons/ciro-ferri,created_by,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 437–450; print pp. 12
rel-681,units/works/ferri-sant-agnese-cupola,units/persons/giovanni-battista-pamphilj-aldobrandini,commissioned_by,forward,1670-09-11,合同签订／委托方,穹顶壁画工程，不将合同误配为教皇英诺森十世个人委托,enrich,formal,dbi-ciro-ferri,https://www.treccani.it/enciclopedia/ciro-ferri_(Dizionario-Biografico)/,1670年9月11日合同段；身份由Doria Pamphilj家族传记核对
rel-682,units/works/ferri-sant-agnese-cupola,units/families/pamphili-family,commissioned_by,forward,1670,负责委托的家族,Sant’Agnese in Agone穹顶壁画工程,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 437–441; print pp. 12
rel-683,units/works/ferri-sant-agnese-cupola,units/places/sant-agnese-piazza-navona,located_at,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 437–450; print pp. 12
rel-684,units/works/ferri-sant-agnese-modello,units/persons/ciro-ferri,created_by,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 437–440; print pp. 12
rel-685,units/works/ferri-sant-agnese-modello,units/persons/giovanni-battista-pamphilj-aldobrandini,commissioned_by,forward,1670-09-11,合同委托方,穹顶工程合同要求提交彩色modello；未辨明其对应的具体存世实物,enrich,formal,dbi-ciro-ferri,https://www.treccani.it/enciclopedia/ciro-ferri_(Dizionario-Biografico)/,1670年9月11日合同段；与原书 lines 437–440 对读
rel-686,units/works/fortune-salvator-rosa,units/institutions/marlborough-fine-art-ltd,supplied_by,forward,,本书复制图像供片者,《赞助人与画家》图版24的复制图像；不表示作品创作者、所有者或保管者,book,formal,patrons-and-painters,02-sources/01-book/CHP-0Cover.pdf,PDF13；印刷xvi；图片来源；lines 166–166
rel-687,units/works/francesco-algarotti,units/persons/francesco-algarotti,has_subject,forward,,肖像人物,图版48d；作者原书明确Anonymous,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 126–126; 章前：图版目录；印刷页xv
rel-688,units/works/francesco-algarotti,units/institutions/museo-correr,held_by,forward,本书所述时点,书中保管机构,图版48d；作者原书明确Anonymous,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 126–126; 章前：图版目录；印刷页xv
rel-689,units/works/francesco-algarotti,units/places/venice,located_at,forward,本书所述时点,书中所在城市,图版48d；作者原书明确Anonymous,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 126–126; 章前：图版目录；印刷页xv
rel-690,units/works/francesco-fanelli-charles-i,units/persons/francesco-fanelli,created_by,forward,,原书署名作者,图版27a；私人收藏署名只支持书中保管语境，不核定当前产权,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 80–80; 章前：图版目录；印刷页xiii
rel-691,units/works/francesco-fanelli-charles-i,units/persons/charles-i,has_subject,forward,,肖像人物,图版27a；私人收藏署名只支持书中保管语境，不核定当前产权,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 80–80; 章前：图版目录；印刷页xiii
rel-692,units/works/francesco-fanelli-charles-i,units/persons/daphne-ionides,held_by,forward,1980年版所记的收藏状态,书中私人收藏者,图版27a；私人收藏署名只支持书中保管语境，不核定当前产权,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 80–80; 章前：图版目录；印刷页xiii
rel-693,units/works/francesco-fanelli-charles-i,units/places/london,located_at,forward,1980年版所记的收藏状态,书中所在城市,图版27a；私人收藏署名只支持书中保管语境，不核定当前产权,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 80–80; 章前：图版目录；印刷页xiii
rel-694,units/works/francesco-fanelli-charles-i,units/institutions/victoria-and-albert-museum,held_by,forward,1999年入藏至当前目录状态,现藏／保管机构,V&A对象目录对应的Fanelli查理一世胸像；不将收藏保管等同法律产权,enrich,formal,vam-object-O11798,https://collections.vam.ac.uk/item/O11798/,"Object record: accessionNumber A.3-1999, creditLine, galleryLocations; API record modified 2025-04-08"
rel-695,units/works/francesco-guardi-view-of-john-strange-s-villa-at-paese-near-treviso,units/persons/francesco-guardi,created_by,forward,,画家,原书对应图版所列制作责任；原设计与刻版分别保留角色,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 148–149; 章前：图版目录；印刷页xvi
rel-696,units/works/francesco-guardi-view-of-john-strange-s-villa-at-paese-near-treviso,units/places/london,located_at,forward,本书所述时点,书中私人收藏地点,原书目录位置；不外推现藏或画中地点,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 148–149; 章前：图版目录；印刷页xvi
rel-697,units/works/francesco-guardi-view-of-john-strange-s-villa-at-paese-near-treviso,units/places/paese,has_subject,forward,,画中地点,画中别墅位于Paese近Treviso；不将近邻城市写成别墅地址,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 148–149; 章前：图版目录；印刷页xvi
rel-698,units/works/francesco-guardi-view-of-john-strange-s-villa-at-paese-near-treviso,units/places/villa-loredan-paese,has_subject,forward,,画中建筑,书中图版64所称John Strange在Paese的乡间住宅；不配对某一具体馆藏画作,enrich,formal,national-gallery-villa-del-timpano-arcuato,https://www.nationalgallery.org.uk/paintings/francesco-guardi-villa-del-timpano-arcuato-at-paese,lines 104–105
rel-699,units/works/francesco-maggiotto-portraits-of-doges-1778,units/persons/francesco-maggiotto,created_by,forward,1778,创作者,1778年绘制的168幅油画铜板肖像组；不包括后续两幅Manin肖像的独立创作者判断,enrich,formal,alessia-giachery-pinelli-dizionario-biografico-degli-italiani-83-2015,https://www.treccani.it/enciclopedia/pinelli_(Dizionario-Biografico)/,lines 46–47
rel-700,units/works/francesco-maggiotto-portraits-of-doges-1778,units/persons/maffeo-pinelli,commissioned_by,forward,1778,委托方／收藏者,168幅初始肖像组；委托事实不延伸到1791年补入的两幅肖像,enrich,formal,alessia-giachery-pinelli-dizionario-biografico-degli-italiani-83-2015,https://www.treccani.it/enciclopedia/pinelli_(Dizionario-Biografico)/,"lines 46–47, 67–68"
rel-701,units/works/francesco-maggiotto-portraits-of-doges-1778,units/families/pisani-di-santo-stefano,acquired_by,forward,1787,购买者家族支系,1787年售出的整个168幅肖像组；不表示此后永久或当前所有权,enrich,formal,alessia-giachery-pinelli-dizionario-biografico-degli-italiani-83-2015,https://www.treccani.it/enciclopedia/pinelli_(Dizionario-Biografico)/,lines 46–47
rel-702,units/works/francesco-petrucci-grand-prince-ferdinand-of-tuscany,units/persons/francesco-petrucci,created_by,forward,,原书署名作者,图版36a；Grand Prince称号不改写为Grand Duke,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 101–101; 章前：图版目录；印刷页xiv
rel-703,units/works/francesco-petrucci-grand-prince-ferdinand-of-tuscany,units/persons/ferdinand-grand-prince-tuscany,has_subject,forward,,大公子肖像人物,图版36a；Grand Prince称号不改写为Grand Duke,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 101–101; 章前：图版目录；印刷页xiv
rel-704,units/works/g-m-crespi-detail-from-fair-at-poggio-a-caiano,units/persons/giuseppe-maria-crespi,created_by,forward,,所据画作作者,图版37b所据画作，书中仅复制局部；不将局部复制品当另件乌菲齐藏品,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 104–104; 章前：图版目录；印刷页xiv
rel-705,units/works/g-m-crespi-detail-from-fair-at-poggio-a-caiano,units/places/poggio-a-caiano,has_subject,forward,,画作描绘地点,图版37b所据画作，书中仅复制局部；不将局部复制品当另件乌菲齐藏品,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 104–104; 章前：图版目录；印刷页xiv
rel-706,units/works/g-m-crespi-detail-from-fair-at-poggio-a-caiano,units/institutions/uffizi-gallery,held_by,forward,本书所述时点,所据原画保管机构,图版37b所据画作，书中仅复制局部；不将局部复制品当另件乌菲齐藏品,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 104–104; 章前：图版目录；印刷页xiv
rel-707,units/works/g-m-crespi-detail-from-fair-at-poggio-a-caiano,units/places/florence,located_at,forward,本书所述时点,书中原画所在城市,图版37b所据画作，书中仅复制局部；不将局部复制品当另件乌菲齐藏品,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 104–104; 章前：图版目录；印刷页xiv
rel-708,units/works/g-m-crespi-girl-at-her-toilet,units/persons/giuseppe-maria-crespi,created_by,forward,,原书署名作者,图版36b／37a各自原书行段；两件作品分别保存,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 102–102; 章前：图版目录；印刷页xiv
rel-709,units/works/g-m-crespi-girl-at-her-toilet,units/institutions/uffizi-gallery,held_by,forward,本书所述时点,书中保管机构,图版36b／37a各自原书行段；两件作品分别保存,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 102–102; 章前：图版目录；印刷页xiv
rel-710,units/works/g-m-crespi-girl-at-her-toilet,units/places/florence,located_at,forward,本书所述时点,书中所在城市,图版36b／37a各自原书行段；两件作品分别保存,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 102–102; 章前：图版目录；印刷页xiv
rel-711,units/works/g-m-crespi-jupiter-handed-over-by-cybele-to-the-corybantes-to-be-fed,units/persons/giuseppe-maria-crespi,created_by,forward,1728–1729,画家,Stuttgart inv.3294,enrich,formal,zeri-119514,https://catalogo.fondazionezeri.unibo.it/entry/work/121785/Crespi%20Giuseppe%20Maria%20%28Spagnoletto%29%2C%20Educazione%20di%20Giove,AUTHOR、Dating；Stuttgart inv.3294
rel-712,units/works/g-m-crespi-jupiter-handed-over-by-cybele-to-the-corybantes-to-be-fed,units/persons/stefano-conti,commissioned_by,forward,1728–1729,委托人,Stuttgart的Giove tra i coribanti,enrich,formal,dbi-crespi,https://www.treccani.it/enciclopedia/crespi-giuseppe-maria-detto-lo-spagnolo_(Dizionario-Biografico)/,Giove tra i coribanti专段
rel-713,units/works/g-m-crespi-jupiter-handed-over-by-cybele-to-the-corybantes-to-be-fed,units/institutions/staatsgalerie-stuttgart,held_by,forward,,,目录最后已知保管机构；不推定取得年,enrich,formal,zeri-119514,https://catalogo.fondazionezeri.unibo.it/entry/work/121785/Crespi%20Giuseppe%20Maria%20%28Spagnoletto%29%2C%20Educazione%20di%20Giove,LOCATIONS：Last known、inv.3294
rel-714,units/works/g-m-crespi-jupiter-handed-over-by-cybele-to-the-corybantes-to-be-fed,units/institutions/colnaghi,handled_by,forward,1976–1977,经手画廊,Stuttgart inv.3294的市场经手记录,enrich,formal,zeri-119514,https://catalogo.fondazionezeri.unibo.it/entry/work/121785/Crespi%20Giuseppe%20Maria%20%28Spagnoletto%29%2C%20Educazione%20di%20Giove,"Previous location：Colnaghi, Londra, 1976–1977"
rel-715,units/works/g-m-crespi-the-painter-s-family,units/persons/giuseppe-maria-crespi,created_by,forward,,原书署名作者,图版36b／37a各自原书行段；两件作品分别保存,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 103–103; 章前：图版目录；印刷页xiv
rel-716,units/works/g-m-crespi-the-painter-s-family,units/institutions/uffizi-gallery,held_by,forward,本书所述时点,书中保管机构,图版36b／37a各自原书行段；两件作品分别保存,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 103–103; 章前：图版目录；印刷页xiv
rel-717,units/works/g-m-crespi-the-painter-s-family,units/places/florence,located_at,forward,本书所述时点,书中所在城市,图版36b／37a各自原书行段；两件作品分别保存,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 103–103; 章前：图版目录；印刷页xiv
rel-718,units/works/g-volpato-mourners-at-tomb-of-francesco-algarotti-in-pisa,units/persons/g-volpato,created_by,forward,1769,蚀刻与雕版制作者,1769版画图式；本书具体印本未定,enrich,formal,works-g-volpato-mourners-at-tomb-of-francesco-algarotti-in-pisa,https://www.metmuseum.org/art/collection/search/335623,Artwork Details与作品说明：51.501.2843，Volpato、Bianconi及Camposanto
rel-719,units/works/g-volpato-mourners-at-tomb-of-francesco-algarotti-in-pisa,units/persons/carlo-bianconi,created_by,forward,1769版画所据绘图,原绘图作者,版画依据的绘图责任，区别墓本体的设计／建造,enrich,formal,works-g-volpato-mourners-at-tomb-of-francesco-algarotti-in-pisa,https://www.metmuseum.org/art/collection/search/335623,Artwork Details与作品说明：51.501.2843，Volpato、Bianconi及Camposanto
rel-720,units/works/g-volpato-mourners-at-tomb-of-francesco-algarotti-in-pisa,units/persons/francesco-algarotti,has_subject,forward,,纪念对象,图版60图像内容；不将比萨解释为版画印本所在地,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 138–138; 章前：图版目录；印刷页xv
rel-721,units/works/g-volpato-mourners-at-tomb-of-francesco-algarotti-in-pisa,units/works/tomb-of-francesco-algarotti,has_subject,forward,,所描绘墓,图版60图像内容；不将比萨解释为版画印本所在地,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 138–138; 章前：图版目录；印刷页xv
rel-722,units/works/g-volpato-mourners-at-tomb-of-francesco-algarotti-in-pisa,units/places/pisa,has_subject,forward,,墓所在城市,图版60图像内容；不将比萨解释为版画印本所在地,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 138–138; 章前：图版目录；印刷页xv
rel-723,units/works/g-volpato-mourners-at-tomb-of-francesco-algarotti-in-pisa,units/places/camposanto-pisa,has_subject,forward,,所描绘墓的安置场所,Met题名及说明所指坎波桑托；不添加Met或Rijksmuseum为本书印本现藏馆,enrich,formal,works-g-volpato-mourners-at-tomb-of-francesco-algarotti-in-pisa,https://www.metmuseum.org/art/collection/search/335623,Artwork Details与作品说明：51.501.2843，Volpato、Bianconi及Camposanto
rel-724,units/works/gaulli-gesu-vaults,units/persons/giovan-battista-gaulli,created_by,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 447–452; print pp. 12
rel-725,units/works/gaulli-gesu-vaults,units/places/gesu-rome,located_at,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 447–452; print pp. 12
rel-726,units/works/gaulli-triumph-name-jesus,units/persons/giovan-battista-gaulli,created_by,forward,,原书署名作者,图版14；原书目录未在此行声明技法、具体天顶范围或委托者,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 61–62; 章前：图版目录；印刷页xii
rel-727,units/works/gaulli-triumph-name-jesus,units/places/gesu-rome,located_at,forward,本书所述时点,书中建筑位置,图版14；原书目录未在此行声明技法、具体天顶范围或委托者,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 61–62; 章前：图版目录；印刷页xii
rel-728,units/works/gaulli-triumph-name-jesus,units/places/rome,located_at,forward,本书所述时点,书中所在城市,图版14；原书目录未在此行声明技法、具体天顶范围或委托者,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 61–62; 章前：图版目录；印刷页xii
rel-729,units/works/gavasetti-sant-antonino-frescoes,units/persons/camillo-gavasetti,created_by,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,"lines 323–326,520–521; print pp. 9,13"
rel-730,units/works/gavasetti-sant-antonino-frescoes,units/places/sant-antonino-piacenza,located_at,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 323–326; print pp. 9
rel-731,units/works/gian-antonio-faldoni-zaccaria-sagredo,units/persons/gian-antonio-faldoni,created_by,forward,,刻版者,原书对应图版所列制作责任；原设计与刻版分别保留角色,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 126–126; 章前：图版目录；印刷页xv
rel-732,units/works/gian-antonio-faldoni-zaccaria-sagredo,units/persons/b-nazari,created_by,forward,,原设计者；from B. Nazari,原书对应图版所列制作责任；原设计与刻版分别保留角色,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 126–126; 章前：图版目录；印刷页xv
rel-733,units/works/gian-antonio-faldoni-zaccaria-sagredo,units/persons/zaccaria-sagredo,has_subject,forward,,肖像／纪念对象,图版题名中的肖像或寓意纪念对象；不是出资或所有权证明,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 126–126; 章前：图版目录；印刷页xv
rel-734,units/works/gian-antonio-faldoni-zaccaria-sagredo,units/institutions/museo-correr,held_by,forward,本书所述时点,书中保管者,原书图版目录所记收藏／保管，不宣称2026年现藏状态,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 126–126; 章前：图版目录；印刷页xv
rel-735,units/works/gian-antonio-faldoni-zaccaria-sagredo,units/places/venice,located_at,forward,本书所述时点,书中保管地点,原书目录位置；不外推现藏或画中地点,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 126–126; 章前：图版目录；印刷页xv
rel-736,units/works/giannantonio-fumiani-the-stoning-of-zechariah,units/persons/giannantonio-fumiani,created_by,forward,,画家,原书对应图版所列制作责任；原设计与刻版分别保留角色,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 111–111; 章前：图版目录；印刷页xiv
rel-737,units/works/giannantonio-fumiani-the-stoning-of-zechariah,units/institutions/uffizi-gallery,held_by,forward,本书所述时点,书中保管者,原书图版目录所记收藏／保管，不宣称2026年现藏状态,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 111–111; 章前：图版目录；印刷页xiv
rel-738,units/works/giannantonio-fumiani-the-stoning-of-zechariah,units/places/florence,located_at,forward,本书所述时点,书中保管地点,原书目录位置；不外推现藏或画中地点,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 111–111; 章前：图版目录；印刷页xiv
